0,0.16681,-1.9654,-1.2701,1.1752,2.0292,0.69366,0.84962
1,1.3655,0.0029388,3.1302,1.9229,2.0573,0.33847,0.20862
0,-0.64901,1.1812,-0.75845,-1.1096,-0.84555,-0.60914,-0.61313
0,1.2708,0.066009,0.45129,-0.32221,0.78841,0.23991,0.47013
0,-0.27516,0.60366,1.7813,1.7737,-1.8651,-0.5203,-0.47341
1,0.054519,0.30699,-0.84924,-1.0588,-0.25927,-0.86693,-0.74734
1,-0.63658,1.6814,1.0711,1.7329,1.1549,-0.23972,0.28313
1,1.3147,1.8898,0.39878,0.97435,1.6847,0.25944,-0.21025
0,-1.0511,-0.41738,1.4022,-1.3677,-0.29253,-0.012461,-0.86808
0,0.60335,-0.53525,-0.15508,0.61212,-1.0443,-0.68642,0.81563
1,1.5175,1.5946,1.8639,0.58983,0.093162,-0.86733,0.85236
0,0.81604,-0.32821,-1.2146,1.1118,-0.5075,-0.36528,0.90035
1,-0.08543,2.7808,1.3764,-0.77144,1.6111,0.1019,-0.21998
1,1.8987,1.4772,2.6524,1.7469,2.0458,0.97723,0.11331
1,2.0682,0.78277,2.6797,1.9991,1.5591,0.50551,-0.65209
0,-0.55806,-0.028453,-1.4763,0.2589,-2.0187,-0.85996,-0.9721
1,-0.46338,1.9539,1.7805,0.3814,2.1949,-0.47016,0.099096
1,0.41715,1.1182,2.6948,0.8752,3.0862,0.49067,-0.028019
1,2.2153,1.2563,0.79974,0.85822,1.8481,0.60951,0.011324
1,0.041876,1.3257,1.4177,0.47676,0.38723,-0.47937,-0.72984
1,0.37632,0.50476,2.8113,0.951,1.5642,0.15949,0.83121
1,0.25841,-0.36766,0.80833,2.1417,1.4828,-0.25983,0.83747
0,0.92874,-0.49079,1.7972,0.5907,-0.63579,0.65796,0.54436
0,-0.85189,0.80032,-1.5094,0.87587,-0.24279,0.94004,0.049341
0,-0.27646,-1.8576,0.040731,0.28297,0.063561,0.21266,0.23356
0,0.19974,0.42586,-1.27,-0.48522,0.59431,-0.02731,-0.53128
1,2.3096,1.2604,-0.91819,2.0071,0.35659,-0.57965,0.92653
0,0.43343,0.42286,1.2995,-1.0498,-1.7864,0.1377,0.89803
0,-0.34563,-1.1714,-0.68559,0.92622,-1.4817,-0.96285,0.86394
0,-0.57266,-0.55868,0.17838,-0.19686,0.58644,0.16272,0.27892
